AvantiSensor1_ORIENT_W1,AvantiSensor1_ORIENT_X1,AvantiSensor1_ORIENT_Y1,AvantiSensor1_ORIENT_Z1,AvantiSensor2_ORIENT_W2,AvantiSensor2_ORIENT_X2,AvantiSensor2_ORIENT_Y2,AvantiSensor2_ORIENT_Z2
0.802208602,-0.075192943,-0.554409564,-0.208416477,0.574964523,0.01852259,-0.817880034,-0.012047538
0.802208304,-0.075165518,-0.554370821,-0.208530545,0.574627757,0.018200314,-0.81811738,-0.012481811
0.802173078,-0.075187728,-0.554365337,-0.2086723,0.573295236,0.017703928,-0.819057047,-0.012837918
0.801985741,-0.075586952,-0.55442512,-0.209089905,0.570410907,0.017353259,-0.821072996,-0.013025422
0.801790595,-0.076135464,-0.554434836,-0.209612504,0.565964639,0.01677487,-0.824155092,-0.013091414
0.802033365,-0.07645575,-0.553945005,-0.209862277,0.561833262,0.01588827,-0.826988518,-0.013460324
0.802286863,-0.07640934,-0.553576231,-0.209882855,0.55898422,0.014688778,-0.828928411,-0.014106447
0.802316964,-0.076343164,-0.553573608,-0.209798962,0.557213902,0.013933148,-0.830125391,-0.014506461
0.80210489,-0.076484933,-0.553908348,-0.209674448,0.556245327,0.014107475,-0.830772936,-0.014432356
0.80182308,-0.076537319,-0.554399431,-0.209435597,0.555284262,0.014415286,-0.831413746,-0.014246575
0.80164206,-0.076445952,-0.554803193,-0.209092036,0.553648889,0.014563795,-0.832506418,-0.013928025
0.801569819,-0.076438613,-0.555043221,-0.20873408,0.551891983,0.014761522,-0.833678782,-0.013310637
0.801583409,-0.076597825,-0.555062592,-0.208572358,0.550165057,0.014764221,-0.834822416,-0.013115641
0.801606297,-0.076603353,-0.555095017,-0.208396181,0.549728215,0.014762295,-0.835113227,-0.012917655
0.801781058,-0.076555923,-0.554904819,-0.208247051,0.550166667,0.014637399,-0.834828556,-0.012799306
0.80179739,-0.076486401,-0.554925919,-0.208154157,0.550903678,0.014690306,-0.834343612,-0.012657996
0.801817179,-0.076311588,-0.554952085,-0.208072335,0.551380038,0.014735476,-0.834027469,-0.012693695
0.801702023,-0.076111861,-0.555185616,-0.207966447,0.550778627,0.014511594,-0.834428728,-0.012684949
0.801344037,-0.076228708,-0.555696309,-0.207939014,0.549604237,0.014229133,-0.835208178,-0.012656115
0.800917387,-0.076443449,-0.556299269,-0.207892165,0.548774421,0.014168017,-0.835753679,-0.01272654
0.800525844,-0.076725192,-0.556836009,-0.207859337,0.548387647,0.01416601,-0.836003542,-0.012982677
0.800166368,-0.076964952,-0.557282448,-0.207958326,0.548657894,0.013927856,-0.835825562,-0.013274309
0.799913824,-0.077128716,-0.557602644,-0.208011046,0.548768401,0.013684912,-0.835759103,-0.013141145
0.799642205,-0.077267282,-0.558028162,-0.207862198,0.54843688,0.013841629,-0.835984111,-0.012492584
0.799390435,-0.077527002,-0.558426976,-0.207663164,0.548222065,0.013872311,-0.836132824,-0.011919728
0.79923445,-0.077742733,-0.558690369,-0.207474425,0.54818058,0.013705851,-0.836166441,-0.011652242
